sentence,label
The item was not as advertised.,0
I had a terrible experience.,0
This is a low-quality product.,0
I had to return it immediately.,0
The product does not work well.,0
The item is very fragile.,0
The design is awful.,0
I am very unhappy with this.,0
This product is unreliable.,0
The material is cheap.,0
I am very dissatisfied.,0
The product malfunctioned.,0
This is the worst item I've ever purchased.,0
The packaging was damaged.,0
I feel cheated.,0
The item is defective.,0
The product stopped working soon.,0
Very poor customer service.,0
I had a bad experience.,0
This product is not durable.,0
I do not like this product.,0
The product is overpriced.,0
This is not a good purchase.,0
The quality is subpar.,0
I had issues with this product.,0
I am very upset with this purchase.,0
The product does not meet expectations.,0
The item is poorly made.,0
This is not worth buying.,0
The product is not functional.,0
I had to return it.,0
The item was broken.,0
I am very unsatisfied.,0
The product is not good.,0
This is a bad purchase.,0
The quality is unacceptable.,0
I am very displeased.,0
The product is not what I expected.,0
The item is faulty.,0
I do not like this at all.,0
The product is very disappointing.,0
The item is not worth the price.,0
This is a waste of money.,0
I am very unhappy with my purchase.,0
The product quality is bad.,0
The item does not work as described.,0
I am very frustrated with this.,0
The product is of low quality.,0
This is a poor-quality item.,0
I am very disappointed with my purchase.,0
The product is defective.,0
The item is not reliable.,0
I do not recommend this product.,0
The product is not worth it.,0
I had a bad experience with this product.,0
The quality is very low.,0
The product did not meet my expectations.,0
The item is not durable.,0
I am very unhappy with this item.,0
The product is not satisfactory.,0
The item arrived damaged.,0
I am very dissatisfied with this purchase.,0
The product is of poor quality.,0
The item does not work properly.,0
I had to return the product.,0
The quality is very bad.,0
I am very frustrated with my purchase.,0
The product is not good quality.,0
The item is not worth the money.,0
I am very unhappy with the quality.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
The item does not work well.,0
I had a bad experience with this product.,0
The quality is very disappointing.,0
The product is not good quality.,0
I am very dissatisfied with the item.,0
The product is not worth the price.,0
The item is not durable.,0
The product quality is very poor.,0
I am very frustrated with this purchase.,0
The product is not functional.,0
The item arrived broken and late.,0
The product is not reliable at all.,0
I am very unhappy with the quality.,0
The item does not work as described.,0
I had to return this product.,0
The quality is very low.,0
The product is not worth the money.,0
The item is very disappointing.,0
I am very displeased with this product.,0
The product is of low quality.,0
The item does not meet my expectations.,0
The product is not functional.,0
The item arrived damaged.,0
The product is not reliable.,0
I am very dissatisfied with this purchase.,0
The item is not worth buying.,0
The quality is very bad.,0
The product is not good value.,0
The item does not work properly.,0
I had a bad experience with this product.,0
The quality is very poor.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good quality.,0
The item is very disappointing.,0
I am very unhappy with this purchase.,0
The product did not work as expected.,0
The item is very poor quality.,0
I do not recommend this purchase.,0
The product is not reliable.,0
The item is very disappointing.,0
I am very dissatisfied with this item.,0
The product is not functional.,0
The item arrived broken.,0
I am very displeased with this purchase.,0
The product is of low quality.,0
The item does not meet expectations.,0
I had a bad experience with this item.,0
The quality is not good.,0
The product is very cheap.,0
I am very unhappy with this product.,0
The item is not satisfactory.,0
The product did not work properly.,0
The quality is very poor.,0
I am very dissatisfied with my purchase.,0
The product is not worth the cost.,0
The item is very unreliable.,0
I do not recommend this item.,0
The product is not good value.,0
I am very disappointed with this product.,0
The item is not durable.,0
The product quality is very bad.,0
The item is not worth buying.,0
I had a terrible experience with this.,0
The product did not meet my expectations.,0
The item arrived late and damaged.,0
The product is not what I expected.,0
The item is very poor quality.,0
I am very unhappy with my purchase.,0
The product is not reliable.,0
